criterion,max_depth,min_samples_leaf,min_samples_split,score,splitter
mse,2,2,25,0.4557995244771954,random
mse,2,3,25,0.4557995244771954,random
mse,2,5,25,0.4557995244771954,random
mse,2,10,25,0.4557995244771954,random
mse,2,15,25,0.4557995244771954,random
mse,2,25,25,0.4557995244771954,random
mse,2,40,25,0.4557995244771954,random
mse,2,65,25,0.4557995244771954,random
mse,2,105,25,0.4557995244771954,random
mse,2,2,40,0.4557995244771954,random
mse,2,3,40,0.4557995244771954,random
mse,2,5,40,0.4557995244771954,random
mse,2,10,40,0.4557995244771954,random
mse,2,15,40,0.4557995244771954,random
mse,2,25,40,0.4557995244771954,random
mse,2,40,40,0.4557995244771954,random
mse,2,65,40,0.4557995244771954,random
mse,2,105,40,0.4557995244771954,random
mse,2,2,65,0.4557995244771954,random
mse,2,3,65,0.4557995244771954,random
mse,2,5,65,0.4557995244771954,random
mse,2,10,65,0.4557995244771954,random
mse,2,15,65,0.4557995244771954,random
mse,2,25,65,0.4557995244771954,random
mse,2,40,65,0.4557995244771954,random
mse,2,65,65,0.4557995244771954,random
mse,2,105,65,0.4557995244771954,random
mse,2,2,105,0.4557995244771954,random
mse,2,3,105,0.4557995244771954,random
mse,2,5,105,0.4557995244771954,random
mse,2,10,105,0.4557995244771954,random
mse,2,15,105,0.4557995244771954,random
mse,2,25,105,0.4557995244771954,random
mse,2,40,105,0.4557995244771954,random
mse,2,65,105,0.4557995244771954,random
mse,2,105,105,0.4557995244771954,random
mse,3,2,2,0.5711488399886396,best
mse,3,3,2,0.5711488399886396,best
mse,3,5,2,0.5711488399886396,best
mse,3,10,2,0.5711488399886396,best
mse,3,15,2,0.5711488399886396,best
mse,3,25,2,0.56922618357775,best
mse,3,40,2,0.5689865332741992,best
mse,3,65,2,0.5689906688624224,best
mse,3,105,2,0.5752281824265384,best
mse,3,2,3,0.5711488399886396,best
mse,3,3,3,0.5711488399886396,best
mse,3,5,3,0.5711488399886396,best
mse,3,10,3,0.5711488399886396,best
mse,3,15,3,0.5711488399886396,best
mse,3,25,3,0.56922618357775,best
mse,3,40,3,0.5689865332741992,best
mse,3,65,3,0.5689906688624224,best
mse,3,105,3,0.5752281824265384,best
mse,3,2,5,0.5711488399886396,best
mse,3,3,5,0.5711488399886396,best
mse,3,5,5,0.5711488399886396,best
mse,3,10,5,0.5711488399886396,best
mse,3,15,5,0.5711488399886396,best
mse,3,25,5,0.56922618357775,best
mse,3,40,5,0.5689865332741992,best
mse,3,65,5,0.5689906688624224,best
mse,3,105,5,0.5752281824265384,best
mse,3,2,10,0.5711488399886396,best
mse,3,3,10,0.5711488399886396,best
mse,3,5,10,0.5711488399886396,best
mse,3,10,10,0.5711488399886396,best
mse,3,15,10,0.5711488399886396,best
mse,3,25,10,0.56922618357775,best
mse,3,40,10,0.5689865332741992,best
mse,3,65,10,0.5689906688624224,best
mse,3,105,10,0.5752281824265384,best
mse,3,2,15,0.5711488399886396,best
mse,3,3,15,0.5711488399886396,best
mse,3,5,15,0.5711488399886396,best
mse,3,10,15,0.5711488399886396,best
mse,3,15,15,0.5711488399886396,best
mse,3,25,15,0.56922618357775,best
mse,3,40,15,0.5689865332741992,best
mse,3,65,15,0.5689906688624224,best
mse,3,105,15,0.5752281824265384,best
mse,3,2,25,0.5711488399886396,best
mse,3,3,25,0.5711488399886396,best
mse,3,5,25,0.5711488399886396,best
mse,3,10,25,0.5711488399886396,best
mse,3,15,25,0.5711488399886396,best
mse,3,25,25,0.56922618357775,best
mse,3,40,25,0.5689865332741992,best
mse,3,65,25,0.5689906688624224,best
mse,3,105,25,0.5752281824265384,best
mse,3,2,40,0.5711488399886396,best
mse,3,3,40,0.5711488399886396,best
mse,3,5,40,0.5711488399886396,best
mse,3,10,40,0.5711488399886396,best
mse,3,15,40,0.5711488399886396,best
mse,3,25,40,0.56922618357775,best
mse,3,40,40,0.5689865332741992,best
mse,3,65,40,0.5689906688624224,best
mse,3,105,40,0.5752281824265384,best
mse,3,2,65,0.5711488399886396,best
mse,3,3,65,0.5711488399886396,best
mse,3,5,65,0.5711488399886396,best
mse,3,10,65,0.5711488399886396,best
mse,3,15,65,0.5711488399886396,best
mse,3,25,65,0.56922618357775,best
mse,3,40,65,0.5689865332741992,best
mse,3,65,65,0.5689906688624224,best
mse,3,105,65,0.5752281824265384,best
mse,3,2,105,0.5711488399886396,best
mse,3,3,105,0.5711488399886396,best
mse,3,5,105,0.5711488399886396,best
mse,3,10,105,0.5711488399886396,best
mse,3,15,105,0.5711488399886396,best
mse,3,25,105,0.56922618357775,best
mse,3,40,105,0.5689865332741992,best
mse,3,65,105,0.5689906688624224,best
mse,3,105,105,0.5752281824265384,best
mse,3,2,2,0.5670627510733608,random
mse,3,3,2,0.5670627510733608,random
mse,3,5,2,0.5670627510733608,random
mse,3,10,2,0.5666713208578049,random
mse,3,15,2,0.5666713208578049,random
mse,3,25,2,0.5666713208578049,random
mse,3,40,2,0.5666713208578049,random
mse,3,65,2,0.5671915627508636,random
mse,3,105,2,0.4723161698974091,random
mse,3,2,3,0.5670627510733608,random
mse,3,3,3,0.5670627510733608,random
mse,3,5,3,0.5670627510733608,random
mse,3,10,3,0.5666713208578049,random
mse,3,15,3,0.5666713208578049,random
mse,3,25,3,0.5666713208578049,random
mse,3,40,3,0.5666713208578049,random
mse,3,65,3,0.5671915627508636,random
mse,3,105,3,0.4723161698974091,random
mse,3,2,5,0.5670627510733608,random
mse,3,3,5,0.5670627510733608,random
mse,3,5,5,0.5670627510733608,random
mse,3,10,5,0.5666713208578049,random
mse,3,15,5,0.5666713208578049,random
mse,3,25,5,0.5666713208578049,random
mse,3,40,5,0.5666713208578049,random
mse,3,65,5,0.5671915627508636,random
mse,3,105,5,0.4723161698974091,random
mse,3,2,10,0.5670627510733608,random
mse,3,3,10,0.5670627510733608,random
mse,3,5,10,0.5670627510733608,random
mse,3,10,10,0.5666713208578049,random
mse,3,15,10,0.5666713208578049,random
mse,3,25,10,0.5666713208578049,random
mse,3,40,10,0.5666713208578049,random
mse,3,65,10,0.5671915627508636,random
mse,3,105,10,0.4723161698974091,random
mse,3,2,15,0.5670627510733608,random
mse,3,3,15,0.5670627510733608,random
mse,3,5,15,0.5670627510733608,random
mse,3,10,15,0.5666713208578049,random
mse,3,15,15,0.5666713208578049,random
mse,3,25,15,0.5666713208578049,random
mse,3,40,15,0.5666713208578049,random
mse,3,65,15,0.5671915627508636,random
mse,3,105,15,0.4723161698974091,random
mse,3,2,25,0.5670627510733608,random
mse,3,3,25,0.5670627510733608,random
mse,3,5,25,0.5670627510733608,random
mse,3,10,25,0.5666713208578049,random
mse,3,15,25,0.5666713208578049,random
mse,3,25,25,0.5666713208578049,random
mse,3,40,25,0.5666713208578049,random
mse,3,65,25,0.5671915627508636,random
mse,3,105,25,0.4723161698974091,random
mse,3,2,40,0.5670627510733608,random
mse,3,3,40,0.5670627510733608,random
mse,3,5,40,0.5670627510733608,random
mse,3,10,40,0.5666713208578049,random
mse,3,15,40,0.5666713208578049,random
mse,3,25,40,0.5666713208578049,random
mse,3,40,40,0.5666713208578049,random
mse,3,65,40,0.5671915627508636,random
mse,3,105,40,0.4723161698974091,random
mse,3,2,65,0.5670627510733608,random
mse,3,3,65,0.5670627510733608,random
mse,3,5,65,0.5670627510733608,random
mse,3,10,65,0.5666713208578049,random
mse,3,15,65,0.5666713208578049,random
mse,3,25,65,0.5666713208578049,random
mse,3,40,65,0.5666713208578049,random
mse,3,65,65,0.5671915627508636,random
mse,3,105,65,0.4723161698974091,random
mse,3,2,105,0.5670627510733608,random
mse,3,3,105,0.5670627510733608,random
mse,3,5,105,0.5670627510733608,random
mse,3,10,105,0.5666713208578049,random
mse,3,15,105,0.5666713208578049,random
mse,3,25,105,0.5666713208578049,random
mse,3,40,105,0.5666713208578049,random
mse,3,65,105,0.5671915627508636,random
mse,3,105,105,0.4723161698974091,random
mse,4,2,2,0.5608741625977594,best
mse,4,3,2,0.5621165920100971,best
mse,4,5,2,0.5618230657674623,best
mse,4,10,2,0.5728132645265605,best
mse,4,15,2,0.5736893810498969,best
mse,4,25,2,0.5696596188752202,best
mse,4,40,2,0.5681583337361733,best
mse,4,65,2,0.5681452164686933,best
mse,4,105,2,0.5741143311874197,best
mse,4,2,3,0.5608741625977594,best
mse,4,3,3,0.5621165920100971,best
mse,4,5,3,0.5618230657674623,best
mse,4,10,3,0.5728132645265605,best
mse,4,15,3,0.5736893810498969,best
mse,4,25,3,0.5696596188752202,best
mse,4,40,3,0.5681583337361733,best
mse,4,65,3,0.5681452164686933,best
mse,4,105,3,0.5741143311874197,best
mse,4,2,5,0.5608741625977594,best
mse,4,3,5,0.5621165920100971,best
mse,4,5,5,0.5618230657674623,best
mse,4,10,5,0.5728132645265605,best
mse,4,15,5,0.5736893810498969,best
mse,4,25,5,0.5696596188752202,best
mse,4,40,5,0.5681583337361733,best
mse,4,65,5,0.5681452164686933,best
mse,4,105,5,0.5741143311874197,best
mse,4,2,10,0.5608741625977594,best
mse,4,3,10,0.5621165920100971,best
mse,4,5,10,0.5618230657674623,best
mse,4,10,10,0.5728132645265605,best
mse,4,15,10,0.5736893810498969,best
mse,4,25,10,0.5696596188752202,best
mse,4,40,10,0.5681583337361733,best
mse,4,65,10,0.5681452164686933,best
mse,4,105,10,0.5741143311874197,best
mse,4,2,15,0.5608741625977594,best
mse,4,3,15,0.5621165920100971,best
mse,4,5,15,0.5618230657674623,best
mse,4,10,15,0.5728132645265605,best
mse,4,15,15,0.5736893810498969,best
mse,4,25,15,0.5696596188752202,best
mse,4,40,15,0.5681583337361733,best
mse,4,65,15,0.5681452164686933,best
mse,4,105,15,0.5741143311874197,best
mse,4,2,25,0.5620073801813382,best
mse,4,3,25,0.562022566689119,best
mse,4,5,25,0.5621401933407655,best
mse,4,10,25,0.5728132645265605,best
mse,4,15,25,0.5736893810498969,best
mse,4,25,25,0.5696596188752202,best
mse,4,40,25,0.5681583337361733,best
mse,4,65,25,0.5681452164686933,best
mse,4,105,25,0.5741143311874197,best
mse,4,2,40,0.5619871954273457,best
mse,4,3,40,0.5620023819351263,best
mse,4,5,40,0.5621200085867728,best
mse,4,10,40,0.5739511111411413,best
mse,4,15,40,0.5739511111411413,best
mse,4,25,40,0.5696596188752202,best
mse,4,40,40,0.5681583337361733,best
mse,4,65,40,0.5681452164686933,best
mse,4,105,40,0.5741143311874197,best
mse,4,2,65,0.5619871954273457,best
mse,4,3,65,0.5620023819351263,best
mse,4,5,65,0.5621200085867728,best
mse,4,10,65,0.5739511111411413,best
mse,4,15,65,0.5739511111411413,best
mse,4,25,65,0.5696596188752202,best
mse,4,40,65,0.5681583337361733,best
mse,4,65,65,0.5681452164686933,best
mse,4,105,65,0.5741143311874197,best
mse,4,2,105,0.5616814014502073,best
mse,4,3,105,0.561696587957988,best
mse,4,5,105,0.5618142146096345,best
mse,4,10,105,0.573645317164003,best
mse,4,15,105,0.573645317164003,best
mse,4,25,105,0.568491657723658,best
mse,4,40,105,0.5680270961152243,best
mse,4,65,105,0.5681452164686933,best
mse,4,105,105,0.5741143311874197,best
mse,4,2,2,0.5483796085558754,random
mse,4,3,2,0.54859330098452,random
mse,4,5,2,0.550911977781354,random
mse,4,10,2,0.574367348179466,random
mse,4,15,2,0.573131862243577,random
mse,4,25,2,0.5710031808165884,random
mse,4,40,2,0.563594157144439,random
mse,4,65,2,0.568503200240716,random
mse,4,105,2,0.4880095023741037,random
mse,4,2,3,0.5483796085558754,random
mse,4,3,3,0.54859330098452,random
mse,4,5,3,0.550911977781354,random
mse,4,10,3,0.574367348179466,random
mse,4,15,3,0.573131862243577,random
mse,4,25,3,0.5710031808165884,random
mse,4,40,3,0.563594157144439,random
mse,4,65,3,0.568503200240716,random
mse,4,105,3,0.4880095023741037,random
mse,4,2,5,0.54859330098452,random
mse,4,3,5,0.54859330098452,random
mse,4,5,5,0.550911977781354,random
mse,4,10,5,0.574367348179466,random
mse,4,15,5,0.573131862243577,random
mse,4,25,5,0.5710031808165884,random
mse,4,40,5,0.563594157144439,random
mse,4,65,5,0.568503200240716,random
mse,4,105,5,0.4880095023741037,random
mse,4,2,10,0.54859330098452,random
mse,4,3,10,0.54859330098452,random
mse,4,5,10,0.550911977781354,random
mse,4,10,10,0.574367348179466,random
mse,4,15,10,0.573131862243577,random
mse,4,25,10,0.5710031808165884,random
mse,4,40,10,0.563594157144439,random
mse,4,65,10,0.568503200240716,random
mse,4,105,10,0.4880095023741037,random
mse,4,2,15,0.54859330098452,random
mse,4,3,15,0.54859330098452,random
mse,4,5,15,0.550911977781354,random
mse,4,10,15,0.574367348179466,random
mse,4,15,15,0.573131862243577,random
mse,4,25,15,0.5710031808165884,random
mse,4,40,15,0.563594157144439,random
mse,4,65,15,0.568503200240716,random
mse,4,105,15,0.4880095023741037,random
mse,4,2,25,0.54859330098452,random
mse,4,3,25,0.54859330098452,random
mse,4,5,25,0.550911977781354,random
mse,4,10,25,0.574367348179466,random
mse,4,15,25,0.573131862243577,random
mse,4,25,25,0.5710031808165884,random
mse,4,40,25,0.563594157144439,random
mse,4,65,25,0.568503200240716,random
mse,4,105,25,0.4880095023741037,random
mse,4,2,40,0.54859330098452,random
mse,4,3,40,0.54859330098452,random
mse,4,5,40,0.550911977781354,random
mse,4,10,40,0.574367348179466,random
mse,4,15,40,0.573131862243577,random
mse,4,25,40,0.5710031808165884,random
mse,4,40,40,0.563594157144439,random
mse,4,65,40,0.568503200240716,random
mse,4,105,40,0.4880095023741037,random
mse,4,2,65,0.54859330098452,random
mse,4,3,65,0.54859330098452,random
mse,4,5,65,0.550911977781354,random
mse,4,10,65,0.572614894249761,random
mse,4,15,65,0.5728806987408475,random
mse,4,25,65,0.5678238965983395,random
mse,4,40,65,0.563594157144439,random
mse,4,65,65,0.568503200240716,random
mse,4,105,65,0.4880095023741037,random
mse,4,2,105,0.5575156013056011,random
mse,4,3,105,0.5575156013056011,random
mse,4,5,105,0.5602590864105479,random
mse,4,10,105,0.5706137644071259,random
mse,4,15,105,0.5706137644071259,random
mse,4,25,105,0.5684596704123864,random
mse,4,40,105,0.5684596704123864,random
mse,4,65,105,0.568503200240716,random
mse,4,105,105,0.4880095023741037,random
mse,5,2,2,0.5541240499590019,best
mse,5,3,2,0.5544503054111625,best
mse,5,5,2,0.5601418559890403,best
mse,5,10,2,0.568685099573905,best
mse,5,15,2,0.565887263920822,best
mse,5,25,2,0.565222861037067,best
mse,5,40,2,0.5636906095048745,best
mse,5,65,2,0.5673858282280013,best
mse,5,105,2,0.5732648509022595,best
mse,5,2,3,0.5541240499590019,best
mse,5,3,3,0.5544503054111625,best
mse,5,5,3,0.5601418559890403,best
mse,5,10,3,0.568685099573905,best
mse,5,15,3,0.565887263920822,best
mse,5,25,3,0.565222861037067,best
mse,5,40,3,0.5636906095048745,best
mse,5,65,3,0.5673858282280013,best
mse,5,105,3,0.5732648509022595,best
mse,5,2,5,0.5541240499590019,best
mse,5,3,5,0.5544503054111625,best
mse,5,5,5,0.5601418559890403,best
mse,5,10,5,0.568685099573905,best
mse,5,15,5,0.565887263920822,best
mse,5,25,5,0.565222861037067,best
mse,5,40,5,0.5636906095048745,best
mse,5,65,5,0.5673858282280013,best
mse,5,105,5,0.5732648509022595,best
mse,5,2,10,0.5541483714518999,best
mse,5,3,10,0.5544746269040607,best
mse,5,5,10,0.5601418559890403,best
mse,5,10,10,0.568685099573905,best
mse,5,15,10,0.565887263920822,best
mse,5,25,10,0.565222861037067,best
mse,5,40,10,0.5636906095048745,best
mse,5,65,10,0.5673858282280013,best
mse,5,105,10,0.5732648509022595,best
mse,5,2,15,0.553896106186167,best
mse,5,3,15,0.5545374327121995,best
mse,5,5,15,0.5597558209508416,best
mse,5,10,15,0.568685099573905,best
mse,5,15,15,0.565887263920822,best
mse,5,25,15,0.565222861037067,best
mse,5,40,15,0.5636906095048745,best
mse,5,65,15,0.5673858282280013,best
mse,5,105,15,0.5732648509022595,best
mse,5,2,25,0.5547506602407033,best
mse,5,3,25,0.5541647438621782,best
mse,5,5,25,0.5596930367751007,best
mse,5,10,25,0.5687398917498523,best
mse,5,15,25,0.565887263920822,best
mse,5,25,25,0.565222861037067,best
mse,5,40,25,0.5636906095048745,best
mse,5,65,25,0.5673858282280013,best
mse,5,105,25,0.5732648509022595,best
mse,5,2,40,0.5555537054185964,best
mse,5,3,40,0.5547208162845012,best
mse,5,5,40,0.5606137819728723,best
mse,5,10,40,0.5698597437807704,best
mse,5,15,40,0.5660715391917706,best
mse,5,25,40,0.565222861037067,best
mse,5,40,40,0.5636906095048745,best
mse,5,65,40,0.5673858282280013,best
mse,5,105,40,0.5732648509022595,best
mse,5,2,65,0.5558392394086256,best
mse,5,3,65,0.5550063502745306,best
mse,5,5,65,0.5610884703527773,best
mse,5,10,65,0.5691988249480491,best
mse,5,15,65,0.5671198391213885,best
mse,5,25,65,0.5654769812721285,best
mse,5,40,65,0.5636906095048745,best
mse,5,65,65,0.5673858282280013,best
mse,5,105,65,0.5732648509022595,best
mse,5,2,105,0.5555649579704076,best
mse,5,3,105,0.5547320688363128,best
mse,5,5,105,0.5608141889145596,best
mse,5,10,105,0.5689245435098312,best
mse,5,15,105,0.5668455576831708,best
mse,5,25,105,0.5643601573245216,best
mse,5,40,105,0.564686400111085,best
mse,5,65,105,0.5673858282280013,best
mse,5,105,105,0.5732648509022595,best
mse,5,2,2,0.5593665663949777,random
mse,5,3,2,0.5612127810643145,random
mse,5,5,2,0.5521288436941653,random
mse,5,10,2,0.5728429008499489,random
mse,5,15,2,0.5687920659643471,random
mse,5,25,2,0.5640598306752198,random
mse,5,40,2,0.5665211188757213,random
mse,5,65,2,0.5656588928411701,random
mse,5,105,2,0.48812094849257703,random
mse,5,2,3,0.5593665663949777,random
mse,5,3,3,0.5612127810643145,random
mse,5,5,3,0.5521288436941653,random
mse,5,10,3,0.5728429008499489,random
mse,5,15,3,0.5687920659643471,random
mse,5,25,3,0.5640598306752198,random
mse,5,40,3,0.5665211188757213,random
mse,5,65,3,0.5656588928411701,random
mse,5,105,3,0.48812094849257703,random
mse,5,2,5,0.5593665663949777,random
mse,5,3,5,0.5612127810643145,random
mse,5,5,5,0.5521288436941653,random
mse,5,10,5,0.5728429008499489,random
mse,5,15,5,0.5687920659643471,random
mse,5,25,5,0.5640598306752198,random
mse,5,40,5,0.5665211188757213,random
mse,5,65,5,0.5656588928411701,random
mse,5,105,5,0.48812094849257703,random
mse,5,2,10,0.542529678801315,random
mse,5,3,10,0.5440935429681154,random
mse,5,5,10,0.5521288436941653,random
mse,5,10,10,0.5728429008499489,random
mse,5,15,10,0.5687920659643471,random
mse,5,25,10,0.5640598306752198,random
mse,5,40,10,0.5665211188757213,random
mse,5,65,10,0.5656588928411701,random
mse,5,105,10,0.48812094849257703,random
mse,5,2,15,0.5437547825577402,random
mse,5,3,15,0.5453354948026506,random
mse,5,5,15,0.5521300861153443,random
mse,5,10,15,0.5728429008499489,random
mse,5,15,15,0.5687920659643471,random
mse,5,25,15,0.5640598306752198,random
mse,5,40,15,0.5665211188757213,random
mse,5,65,15,0.5656588928411701,random
mse,5,105,15,0.48812094849257703,random
mse,5,2,25,0.5466283481777314,random
mse,5,3,25,0.5512936057469612,random
mse,5,5,25,0.5486921166722482,random
mse,5,10,25,0.5727849389234809,random
mse,5,15,25,0.5687920659643471,random
mse,5,25,25,0.5640598306752198,random
mse,5,40,25,0.5665211188757213,random
mse,5,65,25,0.5656588928411701,random
mse,5,105,25,0.48812094849257703,random
mse,5,2,40,0.5479558158341,random
mse,5,3,40,0.5458344474428795,random
mse,5,5,40,0.5486921166722482,random
mse,5,10,40,0.5727849389234809,random
mse,5,15,40,0.5687920659643471,random
mse,5,25,40,0.5640598306752198,random
mse,5,40,40,0.5665211188757213,random
mse,5,65,40,0.5656588928411701,random
mse,5,105,40,0.48812094849257703,random
mse,5,2,65,0.5536009003678689,random
mse,5,3,65,0.5536009003678689,random
mse,5,5,65,0.5518110141579999,random
mse,5,10,65,0.575679202176691,random
mse,5,15,65,0.5723724595947873,random
mse,5,25,65,0.5657961068426661,random
mse,5,40,65,0.5665211188757213,random
mse,5,65,65,0.5656588928411701,random
mse,5,105,65,0.48812094849257703,random
mse,5,2,105,0.5574387283035735,random
mse,5,3,105,0.5574387283035735,random
mse,5,5,105,0.5626438825979773,random
mse,5,10,105,0.5688292300034588,random
mse,5,15,105,0.5688292300034588,random
mse,5,25,105,0.5664488072434861,random
mse,5,40,105,0.5693876591512925,random
mse,5,65,105,0.5656588928411701,random
mse,5,105,105,0.48812094849257703,random
mse,6,2,2,0.5572379786549997,best
mse,6,3,2,0.5333932086354319,best
mse,6,5,2,0.5447460358620154,best
mse,6,10,2,0.562148885216504,best
mse,6,15,2,0.5617844598604856,best
mse,6,25,2,0.565641845329643,best
mse,6,40,2,0.5551810306410365,best
mse,6,65,2,0.5571430755035789,best
mse,6,105,2,0.5712359322432966,best
mse,6,2,3,0.5572379786549997,best
mse,6,3,3,0.5333932086354319,best
mse,6,5,3,0.5447460358620154,best
mse,6,10,3,0.562148885216504,best
mse,6,15,3,0.5617844598604856,best
mse,6,25,3,0.565641845329643,best
mse,6,40,3,0.5551810306410365,best
mse,6,65,3,0.5571430755035789,best
mse,6,105,3,0.5712359322432966,best
mse,6,2,5,0.5572379786549997,best
mse,6,3,5,0.5333932086354319,best
mse,6,5,5,0.5447460358620154,best
mse,6,10,5,0.562148885216504,best
mse,6,15,5,0.5617844598604856,best
mse,6,25,5,0.565641845329643,best
mse,6,40,5,0.5551810306410365,best
mse,6,65,5,0.5571430755035789,best
mse,6,105,5,0.5712359322432966,best
mse,6,2,10,0.5590545174712656,best
mse,6,3,10,0.5331661683656318,best
mse,6,5,10,0.5447460358620154,best
mse,6,10,10,0.562148885216504,best
mse,6,15,10,0.5617844598604856,best
mse,6,25,10,0.565641845329643,best
mse,6,40,10,0.5551810306410365,best
mse,6,65,10,0.5571430755035789,best
mse,6,105,10,0.5712359322432966,best
mse,6,2,15,0.5565088287901692,best
mse,6,3,15,0.5554713109049525,best
mse,6,5,15,0.555112882617299,best
mse,6,10,15,0.562148885216504,best
mse,6,15,15,0.5617844598604856,best
mse,6,25,15,0.565641845329643,best
mse,6,40,15,0.5551810306410365,best
mse,6,65,15,0.5571430755035789,best
mse,6,105,15,0.5712359322432966,best
mse,6,2,25,0.5579697514800337,best
mse,6,3,25,0.5547205606008381,best
mse,6,5,25,0.55507876454158,best
mse,6,10,25,0.5620834789198317,best
mse,6,15,25,0.5617844598604856,best
mse,6,25,25,0.565641845329643,best
mse,6,40,25,0.5551810306410365,best
mse,6,65,25,0.5571430755035789,best
mse,6,105,25,0.5712359322432966,best
